Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:Intensity,ns1:TriggerMethod,ns1:Value,ns1:Value2,ns1:Time,ns1:DistanceMeters3,ns1:AltitudeMeters,ns1:Value4,ns1:Speed,ns1_LatitudeDegrees,ns1_LongitudeDegrees,ns1:Name
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:29Z,3651,-5,147,10.67,-27.46816,153.030734,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:31Z,3651,-5,148,0,-27.468098,153.030737,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:33Z,3653,-5,150,0,-27.468066,153.030736,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:35Z,3661.5,-5,149,11.71,-27.468065,153.030738,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:37Z,3672,-5,149,18.200001,-27.468074,153.030726,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:39Z,3677,-5,148,12.46,-27.468122,153.030644,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:41Z,3679.5,-4,149,0,-27.468178,153.030567,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:43Z,3685,-4,149,7.71,-27.468214,153.030534,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:45Z,3693.5,-4,150,12.21,-27.468224,153.030527,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:47Z,3702,-4,150,15.43,-27.468241,153.030485,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:49Z,3708.5,-4,150,13.75,-27.468266,153.030392,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:51Z,3714,-4,150,10.33,-27.46826,153.030303,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:53Z,3719.5,-4,150,10.68,-27.468232,153.030246,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:55Z,3727,-4,148,11.67,-27.468198,153.030231,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:57Z,3736.5,-4,147,13.99,-27.468151,153.030198,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:54:59Z,3747,-4,148,16.469999,-27.468093,153.030148,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:01Z,3757.5,-4,148,22.790001,-27.468035,153.030087,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:03Z,3765,-4,143,14.59,-27.467991,153.029998,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:05Z,3771.5,-4,138,10.73,-27.46795,153.029871,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:07Z,3779,-4,138,13.58,-27.467914,153.02983,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:09Z,3784.5,-4,139,12.33,-27.467879,153.029802,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:11Z,3786,-4,140,5.22,-27.46782,153.02973,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:13Z,3787,-4,141,0,-27.467797,153.02968,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:15Z,3788,-4,135,2.31,-27.467799,153.029668,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:17Z,3788,-4,134,0,-27.467806,153.029668,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:19Z,3788,-4,134,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:21Z,3788,-4,134,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:23Z,3788,-4,131,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:25Z,3788,-4,130,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:27Z,3788,-4,130,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:29Z,3788,-4,128,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:31Z,3788,-4,128,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:33Z,3788,-4,130,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:35Z,3788,-4,128,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:37Z,3788,-4,128,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:39Z,3789,-4,128,0,-27.467818,153.029671,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:41Z,3791.5,-3,130,3.79,-27.467818,153.029671,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:43Z,3795.5,-3,128,7.18,-27.467823,153.029666,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:45Z,3802,-3,128,9.97,-27.46782,153.029649,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:47Z,3811,-3,128,11.87,-27.467803,153.029623,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:49Z,3822.5,-3,129,19.860001,-27.467765,153.029579,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:51Z,3833.5,-3,129,20.32,-27.467725,153.029496,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:53Z,3843,-3,129,17.93,-27.467661,153.0294,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:55Z,3852,-2,129,16.73,-27.467594,153.029307,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:57Z,3859.5,-2,130,13.72,-27.467537,153.029237,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:55:59Z,3865,-2,130,12.8,-27.467475,153.029183,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:01Z,3868,-2,131,7.88,-27.467429,153.02913,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:03Z,3870.5,-2,131,5.63,-27.467399,153.029076,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:05Z,3872.5,-2,131,5.51,-27.467381,153.02906,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:07Z,3873,-2,132,0,-27.467364,153.029048,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:09Z,3873,-2,134,0,-27.467354,153.029024,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:11Z,3874,-2,133,0,-27.467353,153.029017,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:13Z,3876,-2,131,3.24,-27.467353,153.029017,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:15Z,3878.5,-1,131,4.29,-27.467346,153.029013,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:17Z,3883.5,-1,131,7.62,-27.467332,153.029014,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:19Z,3894.5,-1,131,15.91,-27.467313,153.02901,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:21Z,3910.5,-1,131,25.24,-27.467284,153.028977,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:23Z,3924.5,-1,129,24.25,-27.467242,153.028867,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:25Z,3934.5,-1,129,20.780001,-27.467214,153.028699,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:27Z,3944.5,-1,128,20.6,-27.467161,153.028581,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:29Z,3955,-1,130,19.450001,-27.467119,153.028503,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:31Z,3964.5,-1,128,17.24,-27.467058,153.028421,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:33Z,3975,-1,128,15.07,-27.466989,153.028349,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:35Z,3994,0,129,31.34,-27.466931,153.028279,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:37Z,4012,0,130,31.450001,-27.466803,153.028198,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:39Z,4019.5,0,130,16.690001,-27.46668,153.028118,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:41Z,4023.5,0,130,10.58,-27.466571,153.02802,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:43Z,4027.5,0,129,9.28,-27.466565,153.027955,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:45Z,4035.5,0,129,11.85,-27.46656,153.027917,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:47Z,4044.5,0,126,14.93,-27.466536,153.027882,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:49Z,4051,0,125,12.37,-27.46647,153.027833,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:51Z,4056,1,125,10.51,-27.466401,153.027798,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:53Z,4062,1,125,10.52,-27.466349,153.02777,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:55Z,4069.5,2,125,13.49,-27.466318,153.027742,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:57Z,4077,2,124,12.01,-27.466276,153.027722,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:56:59Z,4084.5,2,124,14.81,-27.46619,153.027728,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:01Z,4089.5,2,124,9.52,-27.466128,153.027723,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:03Z,4091,2,124,11.2,-27.466073,153.027674,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:05Z,4091,3,124,11.2,-27.466043,153.027651,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:07Z,4091,3,124,11.2,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:09Z,4091,3,124,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:11Z,4091,3,124,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:13Z,4091,3,124,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:15Z,4091,4,123,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:17Z,4091,4,123,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:19Z,4091,4,123,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:21Z,4091,4,122,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:23Z,4091,4,121,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:25Z,4091,4,120,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:27Z,4091,4,119,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:29Z,4091,4,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:31Z,4091,4,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:33Z,4091,4,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:35Z,4091,4,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:37Z,4091,4,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:39Z,4091,4,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:41Z,4091,4,121,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:43Z,4091,4,121,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:45Z,4091,4,120,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:47Z,4091,4,117,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:49Z,4091,4,117,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:51Z,4091,4,117,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:53Z,4091,4,116,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:55Z,4091,5,116,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:57Z,4091,5,116,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:57:59Z,4091,5,116,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:01Z,4091,10,116,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:03Z,4091,10,116,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:05Z,4091,18,116,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:07Z,4091,18,116,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:09Z,4091,18,115,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:11Z,4091,29,115,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:13Z,4091,29,115,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:15Z,4091,39,115,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:17Z,4091,39,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:19Z,4091,39,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:21Z,4091,47,114,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:23Z,4091,47,114,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:25Z,4091,53,114,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:27Z,4091,53,117,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:29Z,4091,53,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:31Z,4091,57,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:33Z,4091,57,119,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:35Z,4091,60,119,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:37Z,4091,60,119,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:39Z,4091,60,119,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:41Z,4091,62,119,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:43Z,4091,62,118,0,,,Coros Wearables
Biking,2019-09-20T22:42:42Z,2019-09-20T22:42:42Z,963,4091.899902,Active,Manual,182,138,2019-09-20T22:58:45Z,4091.899902,62,118,0,,,Coros Wearables
